"MTU (CET/CEST)","Day-ahead Price [EUR/MWh]"
"16.09.2021 08:00 - 16.09.2021 09:00","197.81"
"16.09.2021 09:00 - 16.09.2021 10:00","193.91"
"16.09.2021 10:00 - 16.09.2021 11:00","186.68"
"16.09.2021 11:00 - 16.09.2021 12:00","181.00"
"16.09.2021 12:00 - 16.09.2021 13:00","155.36"
"16.09.2021 13:00 - 16.09.2021 14:00","145.06"
"16.09.2021 14:00 - 16.09.2021 15:00","130.94"
"16.09.2021 15:00 - 16.09.2021 16:00","131.40"
"16.09.2021 16:00 - 16.09.2021 17:00","133.82"
"16.09.2021 17:00 - 16.09.2021 18:00","178.71"
"16.09.2021 18:00 - 16.09.2021 19:00","188.11"
"16.09.2021 19:00 - 16.09.2021 20:00","197.59"
"16.09.2021 20:00 - 16.09.2021 21:00","198.02"
"16.09.2021 21:00 - 16.09.2021 22:00","179.78"
"16.09.2021 22:00 - 16.09.2021 23:00","170.42"
"16.09.2021 23:00 - 17.09.2021 00:00","138.10"
"17.09.2021 00:00 - 17.09.2021 01:00","127.33"
"17.09.2021 01:00 - 17.09.2021 02:00","125.43"
"17.09.2021 02:00 - 17.09.2021 03:00","123.11"
"17.09.2021 03:00 - 17.09.2021 04:00","117.89"
"17.09.2021 04:00 - 17.09.2021 05:00","125.92"
"17.09.2021 05:00 - 17.09.2021 06:00","134.87"
"17.09.2021 06:00 - 17.09.2021 07:00","169.27"
"17.09.2021 07:00 - 17.09.2021 08:00","181.97"
"17.09.2021 08:00 - 17.09.2021 09:00","188.17"
"17.09.2021 09:00 - 17.09.2021 10:00","182.86"
"17.09.2021 10:00 - 17.09.2021 11:00","175.33"
"17.09.2021 11:00 - 17.09.2021 12:00","167.13"
"17.09.2021 12:00 - 17.09.2021 13:00","160.30"
"17.09.2021 13:00 - 17.09.2021 14:00","140.66"
"17.09.2021 14:00 - 17.09.2021 15:00","140.66"
"17.09.2021 15:00 - 17.09.2021 16:00","140.66"
"17.09.2021 16:00 - 17.09.2021 17:00","140.66"
"17.09.2021 17:00 - 17.09.2021 18:00","165.53"
"17.09.2021 18:00 - 17.09.2021 19:00","181.94"
"17.09.2021 19:00 - 17.09.2021 20:00","187.90"
"17.09.2021 20:00 - 17.09.2021 21:00","185.20"
"17.09.2021 21:00 - 17.09.2021 22:00","179.04"
"17.09.2021 22:00 - 17.09.2021 23:00","171.27"
"17.09.2021 23:00 - 18.09.2021 00:00","153.92"
"18.09.2021 00:00 - 18.09.2021 01:00","149.59"
"18.09.2021 01:00 - 18.09.2021 02:00","130.64"
"18.09.2021 02:00 - 18.09.2021 03:00","125.43"
"18.09.2021 03:00 - 18.09.2021 04:00","120.62"
"18.09.2021 04:00 - 18.09.2021 05:00","115.02"
"18.09.2021 05:00 - 18.09.2021 06:00","117.01"
"18.09.2021 06:00 - 18.09.2021 07:00","127.06"
"18.09.2021 07:00 - 18.09.2021 08:00","149.09"
"18.09.2021 08:00 - 18.09.2021 09:00","162.50"
"18.09.2021 09:00 - 18.09.2021 10:00","155.09"
"18.09.2021 10:00 - 18.09.2021 11:00","132.88"
"18.09.2021 11:00 - 18.09.2021 12:00","124.84"
"18.09.2021 12:00 - 18.09.2021 13:00","115.96"
"18.09.2021 13:00 - 18.09.2021 14:00","105.11"
"18.09.2021 14:00 - 18.09.2021 15:00","105.10"
"18.09.2021 15:00 - 18.09.2021 16:00","110.09"
"18.09.2021 16:00 - 18.09.2021 17:00","125.94"
"18.09.2021 17:00 - 18.09.2021 18:00","136.81"
"18.09.2021 18:00 - 18.09.2021 19:00","169.97"
"18.09.2021 19:00 - 18.09.2021 20:00","179.91"
"18.09.2021 20:00 - 18.09.2021 21:00","178.97"
"18.09.2021 21:00 - 18.09.2021 22:00","151.32"
"18.09.2021 22:00 - 18.09.2021 23:00","123.73"
"18.09.2021 23:00 - 19.09.2021 00:00","97.63"
"19.09.2021 00:00 - 19.09.2021 01:00","81.71"
"19.09.2021 01:00 - 19.09.2021 02:00","80.05"
"19.09.2021 02:00 - 19.09.2021 03:00","77.60"
"19.09.2021 03:00 - 19.09.2021 04:00","76.95"
"19.09.2021 04:00 - 19.09.2021 05:00","72.82"
"19.09.2021 05:00 - 19.09.2021 06:00","75.77"
"19.09.2021 06:00 - 19.09.2021 07:00","76.61"
"19.09.2021 07:00 - 19.09.2021 08:00","77.35"
"19.09.2021 08:00 - 19.09.2021 09:00","81.58"
"19.09.2021 09:00 - 19.09.2021 10:00","82.86"
"19.09.2021 10:00 - 19.09.2021 11:00","80.17"
"19.09.2021 11:00 - 19.09.2021 12:00","80.65"
"19.09.2021 12:00 - 19.09.2021 13:00","82.83"
"19.09.2021 13:00 - 19.09.2021 14:00","79.12"
"19.09.2021 14:00 - 19.09.2021 15:00","74.16"
"19.09.2021 15:00 - 19.09.2021 16:00","78.10"
"19.09.2021 16:00 - 19.09.2021 17:00","83.75"
"19.09.2021 17:00 - 19.09.2021 18:00","105.07"
"19.09.2021 18:00 - 19.09.2021 19:00","149.00"
"19.09.2021 19:00 - 19.09.2021 20:00","167.63"
"19.09.2021 20:00 - 19.09.2021 21:00","170.63"
"19.09.2021 21:00 - 19.09.2021 22:00","119.63"
"19.09.2021 22:00 - 19.09.2021 23:00","108.76"
"19.09.2021 23:00 - 20.09.2021 00:00","95.68"
"20.09.2021 00:00 - 20.09.2021 01:00","101.79"
"20.09.2021 01:00 - 20.09.2021 02:00","96.04"
"20.09.2021 02:00 - 20.09.2021 03:00","98.74"
"20.09.2021 03:00 - 20.09.2021 04:00","98.56"
"20.09.2021 04:00 - 20.09.2021 05:00","93.87"
"20.09.2021 05:00 - 20.09.2021 06:00","118.20"
"20.09.2021 06:00 - 20.09.2021 07:00","161.33"
"20.09.2021 07:00 - 20.09.2021 08:00","179.52"
"20.09.2021 08:00 - 20.09.2021 09:00","188.64"
"20.09.2021 09:00 - 20.09.2021 10:00","180.00"
"20.09.2021 10:00 - 20.09.2021 11:00","172.67"
"20.09.2021 11:00 - 20.09.2021 12:00","164.00"
"20.09.2021 12:00 - 20.09.2021 13:00","155.00"
"20.09.2021 13:00 - 20.09.2021 14:00","149.76"
"20.09.2021 14:00 - 20.09.2021 15:00","142.28"
"20.09.2021 15:00 - 20.09.2021 16:00","151.22"
"20.09.2021 16:00 - 20.09.2021 17:00","162.88"
"20.09.2021 17:00 - 20.09.2021 18:00","172.33"
"20.09.2021 18:00 - 20.09.2021 19:00","179.98"
"20.09.2021 19:00 - 20.09.2021 20:00","205.00"
"20.09.2021 20:00 - 20.09.2021 21:00","185.80"
"20.09.2021 21:00 - 20.09.2021 22:00","171.15"
"20.09.2021 22:00 - 20.09.2021 23:00","154.53"
"20.09.2021 23:00 - 21.09.2021 00:00","133.48"
"21.09.2021 00:00 - 21.09.2021 01:00","130.12"
"21.09.2021 01:00 - 21.09.2021 02:00","128.01"
"21.09.2021 02:00 - 21.09.2021 03:00","121.34"
"21.09.2021 03:00 - 21.09.2021 04:00","114.94"
"21.09.2021 04:00 - 21.09.2021 05:00","119.04"
"21.09.2021 05:00 - 21.09.2021 06:00","131.46"
"21.09.2021 06:00 - 21.09.2021 07:00","170.00"
"21.09.2021 07:00 - 21.09.2021 08:00","189.59"
"21.09.2021 08:00 - 21.09.2021 09:00","190.00"
"21.09.2021 09:00 - 21.09.2021 10:00","176.92"
"21.09.2021 10:00 - 21.09.2021 11:00","160.10"
"21.09.2021 11:00 - 21.09.2021 12:00","151.80"
"21.09.2021 12:00 - 21.09.2021 13:00","145.06"
"21.09.2021 13:00 - 21.09.2021 14:00","132.50"
"21.09.2021 14:00 - 21.09.2021 15:00","129.71"
"21.09.2021 15:00 - 21.09.2021 16:00","128.53"
"21.09.2021 16:00 - 21.09.2021 17:00","132.50"
"21.09.2021 17:00 - 21.09.2021 18:00","162.48"
"21.09.2021 18:00 - 21.09.2021 19:00","174.88"
"21.09.2021 19:00 - 21.09.2021 20:00","190.00"
"21.09.2021 20:00 - 21.09.2021 21:00","182.87"
"21.09.2021 21:00 - 21.09.2021 22:00","163.08"
"21.09.2021 22:00 - 21.09.2021 23:00","141.30"
"21.09.2021 23:00 - 22.09.2021 00:00","131.18"
"22.09.2021 00:00 - 22.09.2021 01:00","105.21"
"22.09.2021 01:00 - 22.09.2021 02:00","100.98"
"22.09.2021 02:00 - 22.09.2021 03:00","97.25"
"22.09.2021 03:00 - 22.09.2021 04:00","94.60"
"22.09.2021 04:00 - 22.09.2021 05:00","100.04"
"22.09.2021 05:00 - 22.09.2021 06:00","119.09"
"22.09.2021 06:00 - 22.09.2021 07:00","174.51"
"22.09.2021 07:00 - 22.09.2021 08:00","200.00"
"22.09.2021 08:00 - 22.09.2021 09:00","213.81"
"22.09.2021 09:00 - 22.09.2021 10:00","185.26"
"22.09.2021 10:00 - 22.09.2021 11:00","170.15"
"22.09.2021 11:00 - 22.09.2021 12:00","159.93"
"22.09.2021 12:00 - 22.09.2021 13:00","151.00"
"22.09.2021 13:00 - 22.09.2021 14:00","139.69"
"22.09.2021 14:00 - 22.09.2021 15:00","132.32"
"22.09.2021 15:00 - 22.09.2021 16:00","132.33"
"22.09.2021 16:00 - 22.09.2021 17:00","139.97"
"22.09.2021 17:00 - 22.09.2021 18:00","165.90"
"22.09.2021 18:00 - 22.09.2021 19:00","183.79"
"22.09.2021 19:00 - 22.09.2021 20:00","199.78"
"22.09.2021 20:00 - 22.09.2021 21:00","176.82"
"22.09.2021 21:00 - 22.09.2021 22:00","157.65"
"22.09.2021 22:00 - 22.09.2021 23:00","113.35"
"22.09.2021 23:00 - 23.09.2021 00:00","90.01"
"23.09.2021 00:00 - 23.09.2021 01:00","95.52"
"23.09.2021 01:00 - 23.09.2021 02:00","97.05"
"23.09.2021 02:00 - 23.09.2021 03:00","84.23"
"23.09.2021 03:00 - 23.09.2021 04:00","75.32"
"23.09.2021 04:00 - 23.09.2021 05:00","70.06"
"23.09.2021 05:00 - 23.09.2021 06:00","78.91"
"23.09.2021 06:00 - 23.09.2021 07:00","120.02"
"23.09.2021 07:00 - 23.09.2021 08:00","153.86"
"23.09.2021 08:00 - 23.09.2021 09:00","139.44"
"23.09.2021 09:00 - 23.09.2021 10:00","96.52"
"23.09.2021 10:00 - 23.09.2021 11:00","68.35"
"23.09.2021 11:00 - 23.09.2021 12:00","54.25"
"23.09.2021 12:00 - 23.09.2021 13:00","23.57"
"23.09.2021 13:00 - 23.09.2021 14:00","0.12"
"23.09.2021 14:00 - 23.09.2021 15:00","0.08"
"23.09.2021 15:00 - 23.09.2021 16:00","10.05"
"23.09.2021 16:00 - 23.09.2021 17:00","53.17"
"23.09.2021 17:00 - 23.09.2021 18:00","59.79"
"23.09.2021 18:00 - 23.09.2021 19:00","92.01"
"23.09.2021 19:00 - 23.09.2021 20:00","97.86"
"23.09.2021 20:00 - 23.09.2021 21:00","92.16"
"23.09.2021 21:00 - 23.09.2021 22:00","67.47"
"23.09.2021 22:00 - 23.09.2021 23:00","68.61"
"23.09.2021 23:00 - 24.09.2021 00:00","57.41"
"24.09.2021 00:00 - 24.09.2021 01:00","63.36"
"24.09.2021 01:00 - 24.09.2021 02:00","57.82"
"24.09.2021 02:00 - 24.09.2021 03:00","57.83"
"24.09.2021 03:00 - 24.09.2021 04:00","60.45"
"24.09.2021 04:00 - 24.09.2021 05:00","67.86"
"24.09.2021 05:00 - 24.09.2021 06:00","87.85"
"24.09.2021 06:00 - 24.09.2021 07:00","150.10"
"24.09.2021 07:00 - 24.09.2021 08:00","170.95"
"24.09.2021 08:00 - 24.09.2021 09:00","176.95"
"24.09.2021 09:00 - 24.09.2021 10:00","149.57"
"24.09.2021 10:00 - 24.09.2021 11:00","137.54"
"24.09.2021 11:00 - 24.09.2021 12:00","107.01"
"24.09.2021 12:00 - 24.09.2021 13:00","89.26"
"24.09.2021 13:00 - 24.09.2021 14:00","87.14"
"24.09.2021 14:00 - 24.09.2021 15:00","82.10"
"24.09.2021 15:00 - 24.09.2021 16:00","82.94"
"24.09.2021 16:00 - 24.09.2021 17:00","88.23"
"24.09.2021 17:00 - 24.09.2021 18:00","119.23"
"24.09.2021 18:00 - 24.09.2021 19:00","166.30"
"24.09.2021 19:00 - 24.09.2021 20:00","181.21"
"24.09.2021 20:00 - 24.09.2021 21:00","148.84"
"24.09.2021 21:00 - 24.09.2021 22:00","109.54"
"24.09.2021 22:00 - 24.09.2021 23:00","90.43"
"24.09.2021 23:00 - 25.09.2021 00:00","83.03"
"25.09.2021 00:00 - 25.09.2021 01:00","99.59"
"25.09.2021 01:00 - 25.09.2021 02:00","103.67"
"25.09.2021 02:00 - 25.09.2021 03:00","102.09"
"25.09.2021 03:00 - 25.09.2021 04:00","102.01"
"25.09.2021 04:00 - 25.09.2021 05:00","107.61"
"25.09.2021 05:00 - 25.09.2021 06:00","99.49"
"25.09.2021 06:00 - 25.09.2021 07:00","107.50"
"25.09.2021 07:00 - 25.09.2021 08:00","116.34"
"25.09.2021 08:00 - 25.09.2021 09:00","128.58"
"25.09.2021 09:00 - 25.09.2021 10:00","123.21"
"25.09.2021 10:00 - 25.09.2021 11:00","109.42"
"25.09.2021 11:00 - 25.09.2021 12:00","102.62"
"25.09.2021 12:00 - 25.09.2021 13:00","94.09"
"25.09.2021 13:00 - 25.09.2021 14:00","97.04"
"25.09.2021 14:00 - 25.09.2021 15:00","100.75"
"25.09.2021 15:00 - 25.09.2021 16:00","112.07"
"25.09.2021 16:00 - 25.09.2021 17:00","125.99"
"25.09.2021 17:00 - 25.09.2021 18:00","162.78"
"25.09.2021 18:00 - 25.09.2021 19:00","177.96"
"25.09.2021 19:00 - 25.09.2021 20:00","208.01"
"25.09.2021 20:00 - 25.09.2021 21:00","188.17"
"25.09.2021 21:00 - 25.09.2021 22:00","169.90"
"25.09.2021 22:00 - 25.09.2021 23:00","164.91"
"25.09.2021 23:00 - 26.09.2021 00:00","158.30"
"26.09.2021 00:00 - 26.09.2021 01:00","145.28"
"26.09.2021 01:00 - 26.09.2021 02:00","124.95"
"26.09.2021 02:00 - 26.09.2021 03:00","113.46"
"26.09.2021 03:00 - 26.09.2021 04:00","106.11"
"26.09.2021 04:00 - 26.09.2021 05:00","105.09"
"26.09.2021 05:00 - 26.09.2021 06:00","104.68"
"26.09.2021 06:00 - 26.09.2021 07:00","111.96"
"26.09.2021 07:00 - 26.09.2021 08:00","113.09"
"26.09.2021 08:00 - 26.09.2021 09:00","117.81"
"26.09.2021 09:00 - 26.09.2021 10:00","115.34"
"26.09.2021 10:00 - 26.09.2021 11:00","112.11"
"26.09.2021 11:00 - 26.09.2021 12:00","106.31"
"26.09.2021 12:00 - 26.09.2021 13:00","102.98"
"26.09.2021 13:00 - 26.09.2021 14:00","93.13"
"26.09.2021 14:00 - 26.09.2021 15:00","90.65"
"26.09.2021 15:00 - 26.09.2021 16:00","94.79"
"26.09.2021 16:00 - 26.09.2021 17:00","112.33"
"26.09.2021 17:00 - 26.09.2021 18:00","137.36"
"26.09.2021 18:00 - 26.09.2021 19:00","170.80"
"26.09.2021 19:00 - 26.09.2021 20:00","185.85"
"26.09.2021 20:00 - 26.09.2021 21:00","179.18"
"26.09.2021 21:00 - 26.09.2021 22:00","166.52"
"26.09.2021 22:00 - 26.09.2021 23:00","163.94"
"26.09.2021 23:00 - 27.09.2021 00:00","143.50"
"27.09.2021 00:00 - 27.09.2021 01:00","133.27"
"27.09.2021 01:00 - 27.09.2021 02:00","112.03"
"27.09.2021 02:00 - 27.09.2021 03:00","105.99"
"27.09.2021 03:00 - 27.09.2021 04:00","100.00"
"27.09.2021 04:00 - 27.09.2021 05:00","102.23"
"27.09.2021 05:00 - 27.09.2021 06:00","113.09"
"27.09.2021 06:00 - 27.09.2021 07:00","171.78"
"27.09.2021 07:00 - 27.09.2021 08:00","184.73"
"27.09.2021 08:00 - 27.09.2021 09:00","190.84"
"27.09.2021 09:00 - 27.09.2021 10:00","181.00"
"27.09.2021 10:00 - 27.09.2021 11:00","172.15"
"27.09.2021 11:00 - 27.09.2021 12:00","159.98"
"27.09.2021 12:00 - 27.09.2021 13:00","144.97"
"27.09.2021 13:00 - 27.09.2021 14:00","119.32"
"27.09.2021 14:00 - 27.09.2021 15:00","116.33"
"27.09.2021 15:00 - 27.09.2021 16:00","120.85"
"27.09.2021 16:00 - 27.09.2021 17:00","142.43"
"27.09.2021 17:00 - 27.09.2021 18:00","163.54"
"27.09.2021 18:00 - 27.09.2021 19:00","173.10"
"27.09.2021 19:00 - 27.09.2021 20:00","185.19"
"27.09.2021 20:00 - 27.09.2021 21:00","169.96"
"27.09.2021 21:00 - 27.09.2021 22:00","150.00"
"27.09.2021 22:00 - 27.09.2021 23:00","127.48"
"27.09.2021 23:00 - 28.09.2021 00:00","96.98"
"28.09.2021 00:00 - 28.09.2021 01:00","105.23"
"28.09.2021 01:00 - 28.09.2021 02:00","99.89"
"28.09.2021 02:00 - 28.09.2021 03:00","98.37"
"28.09.2021 03:00 - 28.09.2021 04:00","98.10"
"28.09.2021 04:00 - 28.09.2021 05:00","105.97"
"28.09.2021 05:00 - 28.09.2021 06:00","119.91"
"28.09.2021 06:00 - 28.09.2021 07:00","170.52"
"28.09.2021 07:00 - 28.09.2021 08:00","190.21"
"28.09.2021 08:00 - 28.09.2021 09:00","195.10"
"28.09.2021 09:00 - 28.09.2021 10:00","187.94"
"28.09.2021 10:00 - 28.09.2021 11:00","174.21"
"28.09.2021 11:00 - 28.09.2021 12:00","161.76"
"28.09.2021 12:00 - 28.09.2021 13:00","142.64"
"28.09.2021 13:00 - 28.09.2021 14:00","135.54"
"28.09.2021 14:00 - 28.09.2021 15:00","133.14"
"28.09.2021 15:00 - 28.09.2021 16:00","146.80"
"28.09.2021 16:00 - 28.09.2021 17:00","165.00"
"28.09.2021 17:00 - 28.09.2021 18:00","180.10"
"28.09.2021 18:00 - 28.09.2021 19:00","197.69"
"28.09.2021 19:00 - 28.09.2021 20:00","237.01"
"28.09.2021 20:00 - 28.09.2021 21:00","195.33"
"28.09.2021 21:00 - 28.09.2021 22:00","177.13"
"28.09.2021 22:00 - 28.09.2021 23:00","164.91"
"28.09.2021 23:00 - 29.09.2021 00:00","139.57"
"29.09.2021 00:00 - 29.09.2021 01:00","120.55"
"29.09.2021 01:00 - 29.09.2021 02:00","110.83"
"29.09.2021 02:00 - 29.09.2021 03:00","95.35"
"29.09.2021 03:00 - 29.09.2021 04:00","88.53"
"29.09.2021 04:00 - 29.09.2021 05:00","87.73"
"29.09.2021 05:00 - 29.09.2021 06:00","104.06"
"29.09.2021 06:00 - 29.09.2021 07:00","162.68"
"29.09.2021 07:00 - 29.09.2021 08:00","194.93"
"29.09.2021 08:00 - 29.09.2021 09:00","204.51"
"29.09.2021 09:00 - 29.09.2021 10:00","195.28"
"29.09.2021 10:00 - 29.09.2021 11:00","183.59"
"29.09.2021 11:00 - 29.09.2021 12:00","168.90"
"29.09.2021 12:00 - 29.09.2021 13:00","129.41"
"29.09.2021 13:00 - 29.09.2021 14:00","111.31"
"29.09.2021 14:00 - 29.09.2021 15:00","108.35"
"29.09.2021 15:00 - 29.09.2021 16:00","102.01"
"29.09.2021 16:00 - 29.09.2021 17:00","106.61"
"29.09.2021 17:00 - 29.09.2021 18:00","127.72"
"29.09.2021 18:00 - 29.09.2021 19:00","173.23"
"29.09.2021 19:00 - 29.09.2021 20:00","188.12"
"29.09.2021 20:00 - 29.09.2021 21:00","161.44"
"29.09.2021 21:00 - 29.09.2021 22:00","100.07"
"29.09.2021 22:00 - 29.09.2021 23:00","93.73"
"29.09.2021 23:00 - 30.09.2021 00:00","80.59"
"30.09.2021 00:00 - 30.09.2021 01:00","70.30"
"30.09.2021 01:00 - 30.09.2021 02:00","65.22"
"30.09.2021 02:00 - 30.09.2021 03:00","61.08"
"30.09.2021 03:00 - 30.09.2021 04:00","59.09"
"30.09.2021 04:00 - 30.09.2021 05:00","62.13"
"30.09.2021 05:00 - 30.09.2021 06:00","69.87"
"30.09.2021 06:00 - 30.09.2021 07:00","112.05"
"30.09.2021 07:00 - 30.09.2021 08:00","158.70"
"30.09.2021 08:00 - 30.09.2021 09:00","150.58"
"30.09.2021 09:00 - 30.09.2021 10:00","126.07"
"30.09.2021 10:00 - 30.09.2021 11:00","102.05"
"30.09.2021 11:00 - 30.09.2021 12:00","92.02"
"30.09.2021 12:00 - 30.09.2021 13:00","79.10"
"30.09.2021 13:00 - 30.09.2021 14:00","79.59"
"30.09.2021 14:00 - 30.09.2021 15:00","78.37"
"30.09.2021 15:00 - 30.09.2021 16:00","95.12"
"30.09.2021 16:00 - 30.09.2021 17:00","118.19"
"30.09.2021 17:00 - 30.09.2021 18:00","176.66"
"30.09.2021 18:00 - 30.09.2021 19:00","201.03"
"30.09.2021 19:00 - 30.09.2021 20:00","219.93"
"30.09.2021 20:00 - 30.09.2021 21:00","195.28"
"30.09.2021 21:00 - 30.09.2021 22:00","142.94"
"30.09.2021 22:00 - 30.09.2021 23:00","104.80"
"30.09.2021 23:00 - 01.10.2021 00:00","81.53"
"01.10.2021 00:00 - 01.10.2021 01:00","90.00"
"01.10.2021 01:00 - 01.10.2021 02:00","71.39"
"01.10.2021 02:00 - 01.10.2021 03:00","59.98"
"01.10.2021 03:00 - 01.10.2021 04:00","47.94"
"01.10.2021 04:00 - 01.10.2021 05:00","54.52"
"01.10.2021 05:00 - 01.10.2021 06:00","65.69"
"01.10.2021 06:00 - 01.10.2021 07:00","120.61"
"01.10.2021 07:00 - 01.10.2021 08:00","150.00"
"01.10.2021 08:00 - 01.10.2021 09:00","142.05"
"01.10.2021 09:00 - 01.10.2021 10:00","107.95"
"01.10.2021 10:00 - 01.10.2021 11:00","82.57"
"01.10.2021 11:00 - 01.10.2021 12:00","71.33"
"01.10.2021 12:00 - 01.10.2021 13:00","59.94"
"01.10.2021 13:00 - 01.10.2021 14:00","52.02"
"01.10.2021 14:00 - 01.10.2021 15:00","49.19"
"01.10.2021 15:00 - 01.10.2021 16:00","63.28"
"01.10.2021 16:00 - 01.10.2021 17:00","90.02"
"01.10.2021 17:00 - 01.10.2021 18:00","158.81"
"01.10.2021 18:00 - 01.10.2021 19:00","183.27"
"01.10.2021 19:00 - 01.10.2021 20:00","194.09"
"01.10.2021 20:00 - 01.10.2021 21:00","159.01"
"01.10.2021 21:00 - 01.10.2021 22:00","123.61"
"01.10.2021 22:00 - 01.10.2021 23:00","118.33"
"01.10.2021 23:00 - 02.10.2021 00:00","92.24"
"02.10.2021 00:00 - 02.10.2021 01:00","115.02"
"02.10.2021 01:00 - 02.10.2021 02:00","105.32"
"02.10.2021 02:00 - 02.10.2021 03:00","106.44"
"02.10.2021 03:00 - 02.10.2021 04:00","102.27"
"02.10.2021 04:00 - 02.10.2021 05:00","104.71"
"02.10.2021 05:00 - 02.10.2021 06:00","112.02"
"02.10.2021 06:00 - 02.10.2021 07:00","140.00"
"02.10.2021 07:00 - 02.10.2021 08:00","156.18"
"02.10.2021 08:00 - 02.10.2021 09:00","164.91"
"02.10.2021 09:00 - 02.10.2021 10:00","164.92"
"02.10.2021 10:00 - 02.10.2021 11:00","135.58"
"02.10.2021 11:00 - 02.10.2021 12:00","124.02"
"02.10.2021 12:00 - 02.10.2021 13:00","105.22"
"02.10.2021 13:00 - 02.10.2021 14:00","86.21"
"02.10.2021 14:00 - 02.10.2021 15:00","76.44"
"02.10.2021 15:00 - 02.10.2021 16:00","73.09"
"02.10.2021 16:00 - 02.10.2021 17:00","76.89"
"02.10.2021 17:00 - 02.10.2021 18:00","106.46"
"02.10.2021 18:00 - 02.10.2021 19:00","120.00"
"02.10.2021 19:00 - 02.10.2021 20:00","115.56"
"02.10.2021 20:00 - 02.10.2021 21:00","92.55"
"02.10.2021 21:00 - 02.10.2021 22:00","60.30"
"02.10.2021 22:00 - 02.10.2021 23:00","39.15"
"02.10.2021 23:00 - 03.10.2021 00:00","14.08"
"03.10.2021 00:00 - 03.10.2021 01:00","0.01"
"03.10.2021 01:00 - 03.10.2021 02:00","-0.03"
"03.10.2021 02:00 - 03.10.2021 03:00","-1.02"
"03.10.2021 03:00 - 03.10.2021 04:00","-1.91"
"03.10.2021 04:00 - 03.10.2021 05:00","-2.02"
"03.10.2021 05:00 - 03.10.2021 06:00","-1.03"
"03.10.2021 06:00 - 03.10.2021 07:00","-0.06"
"03.10.2021 07:00 - 03.10.2021 08:00","-0.09"
"03.10.2021 08:00 - 03.10.2021 09:00","0.10"
"03.10.2021 09:00 - 03.10.2021 10:00","2.94"
"03.10.2021 10:00 - 03.10.2021 11:00","2.33"
"03.10.2021 11:00 - 03.10.2021 12:00","12.97"
"03.10.2021 12:00 - 03.10.2021 13:00","8.04"
"03.10.2021 13:00 - 03.10.2021 14:00","4.67"
"03.10.2021 14:00 - 03.10.2021 15:00","10.02"
"03.10.2021 15:00 - 03.10.2021 16:00","40.03"
"03.10.2021 16:00 - 03.10.2021 17:00","55.17"
"03.10.2021 17:00 - 03.10.2021 18:00","108.55"
"03.10.2021 18:00 - 03.10.2021 19:00","127.59"
"03.10.2021 19:00 - 03.10.2021 20:00","153.84"
"03.10.2021 20:00 - 03.10.2021 21:00","136.42"
"03.10.2021 21:00 - 03.10.2021 22:00","120.08"
"03.10.2021 22:00 - 03.10.2021 23:00","119.70"
"03.10.2021 23:00 - 04.10.2021 00:00","86.81"
"04.10.2021 00:00 - 04.10.2021 01:00","74.20"
"04.10.2021 01:00 - 04.10.2021 02:00","71.13"
"04.10.2021 02:00 - 04.10.2021 03:00","70.45"
"04.10.2021 03:00 - 04.10.2021 04:00","67.34"
"04.10.2021 04:00 - 04.10.2021 05:00","67.30"
"04.10.2021 05:00 - 04.10.2021 06:00","90.20"
"04.10.2021 06:00 - 04.10.2021 07:00","180.48"
"04.10.2021 07:00 - 04.10.2021 08:00","217.10"
"04.10.2021 08:00 - 04.10.2021 09:00","221.99"
"04.10.2021 09:00 - 04.10.2021 10:00","213.60"
"04.10.2021 10:00 - 04.10.2021 11:00","199.17"
"04.10.2021 11:00 - 04.10.2021 12:00","193.65"
"04.10.2021 12:00 - 04.10.2021 13:00","169.42"
"04.10.2021 13:00 - 04.10.2021 14:00","163.93"
"04.10.2021 14:00 - 04.10.2021 15:00","150.35"
"04.10.2021 15:00 - 04.10.2021 16:00","154.98"
"04.10.2021 16:00 - 04.10.2021 17:00","180.00"
"04.10.2021 17:00 - 04.10.2021 18:00","197.06"
"04.10.2021 18:00 - 04.10.2021 19:00","212.58"
"04.10.2021 19:00 - 04.10.2021 20:00","230.00"
"04.10.2021 20:00 - 04.10.2021 21:00","207.20"
"04.10.2021 21:00 - 04.10.2021 22:00","170.60"
"04.10.2021 22:00 - 04.10.2021 23:00","159.07"
"04.10.2021 23:00 - 05.10.2021 00:00","133.10"
"05.10.2021 00:00 - 05.10.2021 01:00","121.65"
"05.10.2021 01:00 - 05.10.2021 02:00","112.40"
"05.10.2021 02:00 - 05.10.2021 03:00","100.38"
"05.10.2021 03:00 - 05.10.2021 04:00","94.58"
"05.10.2021 04:00 - 05.10.2021 05:00","94.91"
"05.10.2021 05:00 - 05.10.2021 06:00","110.96"
"05.10.2021 06:00 - 05.10.2021 07:00","168.12"
"05.10.2021 07:00 - 05.10.2021 08:00","217.61"
"05.10.2021 08:00 - 05.10.2021 09:00","229.05"
"05.10.2021 09:00 - 05.10.2021 10:00","217.54"
"05.10.2021 10:00 - 05.10.2021 11:00","204.04"
"05.10.2021 11:00 - 05.10.2021 12:00","194.92"
"05.10.2021 12:00 - 05.10.2021 13:00","180.71"
"05.10.2021 13:00 - 05.10.2021 14:00","162.18"
"05.10.2021 14:00 - 05.10.2021 15:00","155.00"
"05.10.2021 15:00 - 05.10.2021 16:00","155.31"
"05.10.2021 16:00 - 05.10.2021 17:00","159.55"
